,Experiment,Board,Word1,Word2,Clue1,clueCount,wordpair,boardwords,boardnames,representation,prag_speaker_probs,prag_speaker_rank
842,E2,TrialList6,crust,boot,Italy,2,crust-boot,"['bear', 'bun', 'alive', 'dead', 'lemon', 'flat', 'sit', 'stand', 'crust', 'boot', 'ideal', 'fill', 'white', 'tear', 'elm', 'rock', 'river', 'chain', 'found', 'lost']",e2_board6_words,swow,0.0001607220897657578,783
843,E2,TrialList6,crust,boot,item,1,crust-boot,"['bear', 'bun', 'alive', 'dead', 'lemon', 'flat', 'sit', 'stand', 'crust', 'boot', 'ideal', 'fill', 'white', 'tear', 'elm', 'rock', 'river', 'chain', 'found', 'lost']",e2_board6_words,swow,5.557514376548774e-05,3615
844,E2,TrialList6,crust,boot,mud,13,crust-boot,"['bear', 'bun', 'alive', 'dead', 'lemon', 'flat', 'sit', 'stand', 'crust', 'boot', 'ideal', 'fill', 'white', 'tear', 'elm', 'rock', 'river', 'chain', 'found', 'lost']",e2_board6_words,swow,0.00012916210625854788,1117
845,E2,TrialList6,crust,boot,old,1,crust-boot,"['bear', 'bun', 'alive', 'dead', 'lemon', 'flat', 'sit', 'stand', 'crust', 'boot', 'ideal', 'fill', 'white', 'tear', 'elm', 'rock', 'river', 'chain', 'found', 'lost']",e2_board6_words,swow,0.000380368869344595,229
846,E2,TrialList6,crust,boot,pizza,1,crust-boot,"['bear', 'bun', 'alive', 'dead', 'lemon', 'flat', 'sit', 'stand', 'crust', 'boot', 'ideal', 'fill', 'white', 'tear', 'elm', 'rock', 'river', 'chain', 'found', 'lost']",e2_board6_words,swow,0.0013009291769994825,51
847,E2,TrialList6,crust,boot,shoe,4,crust-boot,"['bear', 'bun', 'alive', 'dead', 'lemon', 'flat', 'sit', 'stand', 'crust', 'boot', 'ideal', 'fill', 'white', 'tear', 'elm', 'rock', 'river', 'chain', 'found', 'lost']",e2_board6_words,swow,0.02486705148054339,0
848,E2,TrialList6,crust,boot,sock,1,crust-boot,"['bear', 'bun', 'alive', 'dead', 'lemon', 'flat', 'sit', 'stand', 'crust', 'boot', 'ideal', 'fill', 'white', 'tear', 'elm', 'rock', 'river', 'chain', 'found', 'lost']",e2_board6_words,swow,0.01254514953829779,5
849,E2,TrialList6,crust,boot,sole,1,crust-boot,"['bear', 'bun', 'alive', 'dead', 'lemon', 'flat', 'sit', 'stand', 'crust', 'boot', 'ideal', 'fill', 'white', 'tear', 'elm', 'rock', 'river', 'chain', 'found', 'lost']",e2_board6_words,swow,0.003350303110551056,24
850,E2,TrialList6,crust,boot,upper,1,crust-boot,"['bear', 'bun', 'alive', 'dead', 'lemon', 'flat', 'sit', 'stand', 'crust', 'boot', 'ideal', 'fill', 'white', 'tear', 'elm', 'rock', 'river', 'chain', 'found', 'lost']",e2_board6_words,swow,7.5026230043353e-05,2431
851,E2,TrialList6,elm,rock,backyard,1,elm-rock,"['bear', 'bun', 'alive', 'dead', 'lemon', 'flat', 'sit', 'stand', 'crust', 'boot', 'ideal', 'fill', 'white', 'tear', 'elm', 'rock', 'river', 'chain', 'found', 'lost']",e2_board6_words,swow,7.252264607116356e-05,2358
852,E2,TrialList6,elm,rock,climb,1,elm-rock,"['bear', 'bun', 'alive', 'dead', 'lemon', 'flat', 'sit', 'stand', 'crust', 'boot', 'ideal', 'fill', 'white', 'tear', 'elm', 'rock', 'river', 'chain', 'found', 'lost']",e2_board6_words,swow,0.0006247277881239686,129
853,E2,TrialList6,elm,rock,earth,1,elm-rock,"['bear', 'bun', 'alive', 'dead', 'lemon', 'flat', 'sit', 'stand', 'crust', 'boot', 'ideal', 'fill', 'white', 'tear', 'elm', 'rock', 'river', 'chain', 'found', 'lost']",e2_board6_words,swow,0.0002730533300745239,384
854,E2,TrialList6,elm,rock,firm,1,elm-rock,"['bear', 'bun', 'alive', 'dead', 'lemon', 'flat', 'sit', 'stand', 'crust', 'boot', 'ideal', 'fill', 'white', 'tear', 'elm', 'rock', 'river', 'chain', 'found', 'lost']",e2_board6_words,swow,0.0008801298048213752,89
855,E2,TrialList6,elm,rock,forest,3,elm-rock,"['bear', 'bun', 'alive', 'dead', 'lemon', 'flat', 'sit', 'stand', 'crust', 'boot', 'ideal', 'fill', 'white', 'tear', 'elm', 'rock', 'river', 'chain', 'found', 'lost']",e2_board6_words,swow,0.004882122891169832,15
856,E2,TrialList6,elm,rock,ground,1,elm-rock,"['bear', 'bun', 'alive', 'dead', 'lemon', 'flat', 'sit', 'stand', 'crust', 'boot', 'ideal', 'fill', 'white', 'tear', 'elm', 'rock', 'river', 'chain', 'found', 'lost']",e2_board6_words,swow,0.0003940146635830861,238
857,E2,TrialList6,elm,rock,hard,3,elm-rock,"['bear', 'bun', 'alive', 'dead', 'lemon', 'flat', 'sit', 'stand', 'crust', 'boot', 'ideal', 'fill', 'white', 'tear', 'elm', 'rock', 'river', 'chain', 'found', 'lost']",e2_board6_words,swow,0.0043334963641639196,18
859,E2,TrialList6,elm,rock,heavy,1,elm-rock,"['bear', 'bun', 'alive', 'dead', 'lemon', 'flat', 'sit', 'stand', 'crust', 'boot', 'ideal', 'fill', 'white', 'tear', 'elm', 'rock', 'river', 'chain', 'found', 'lost']",e2_board6_words,swow,0.00019653848056213588,600
860,E2,TrialList6,elm,rock,inanimate,1,elm-rock,"['bear', 'bun', 'alive', 'dead', 'lemon', 'flat', 'sit', 'stand', 'crust', 'boot', 'ideal', 'fill', 'white', 'tear', 'elm', 'rock', 'river', 'chain', 'found', 'lost']",e2_board6_words,swow,3.859695692011851e-05,5070
862,E2,TrialList6,elm,rock,landmark,1,elm-rock,"['bear', 'bun', 'alive', 'dead', 'lemon', 'flat', 'sit', 'stand', 'crust', 'boot', 'ideal', 'fill', 'white', 'tear', 'elm', 'rock', 'river', 'chain', 'found', 'lost']",e2_board6_words,swow,0.00020131321893999236,577
863,E2,TrialList6,elm,rock,landscape,3,elm-rock,"['bear', 'bun', 'alive', 'dead', 'lemon', 'flat', 'sit', 'stand', 'crust', 'boot', 'ideal', 'fill', 'white', 'tear', 'elm', 'rock', 'river', 'chain', 'found', 'lost']",e2_board6_words,swow,0.00012438464460334323,1120
865,E2,TrialList6,elm,rock,moss,1,elm-rock,"['bear', 'bun', 'alive', 'dead', 'lemon', 'flat', 'sit', 'stand', 'crust', 'boot', 'ideal', 'fill', 'white', 'tear', 'elm', 'rock', 'river', 'chain', 'found', 'lost']",e2_board6_words,swow,0.0004289388196369271,212
866,E2,TrialList6,elm,rock,natural,1,elm-rock,"['bear', 'bun', 'alive', 'dead', 'lemon', 'flat', 'sit', 'stand', 'crust', 'boot', 'ideal', 'fill', 'white', 'tear', 'elm', 'rock', 'river', 'chain', 'found', 'lost']",e2_board6_words,swow,0.00030566538029484807,341
867,E2,TrialList6,elm,rock,nature,11,elm-rock,"['bear', 'bun', 'alive', 'dead', 'lemon', 'flat', 'sit', 'stand', 'crust', 'boot', 'ideal', 'fill', 'white', 'tear', 'elm', 'rock', 'river', 'chain', 'found', 'lost']",e2_board6_words,swow,0.0011761165775818656,70
869,E2,TrialList6,elm,rock,outdoor,1,elm-rock,"['bear', 'bun', 'alive', 'dead', 'lemon', 'flat', 'sit', 'stand', 'crust', 'boot', 'ideal', 'fill', 'white', 'tear', 'elm', 'rock', 'river', 'chain', 'found', 'lost']",e2_board6_words,swow,7.892964543380723e-05,2090
870,E2,TrialList6,elm,rock,rigid,1,elm-rock,"['bear', 'bun', 'alive', 'dead', 'lemon', 'flat', 'sit', 'stand', 'crust', 'boot', 'ideal', 'fill', 'white', 'tear', 'elm', 'rock', 'river', 'chain', 'found', 'lost']",e2_board6_words,swow,0.000426421885234868,214
871,E2,TrialList6,elm,rock,root,1,elm-rock,"['bear', 'bun', 'alive', 'dead', 'lemon', 'flat', 'sit', 'stand', 'crust', 'boot', 'ideal', 'fill', 'white', 'tear', 'elm', 'rock', 'river', 'chain', 'found', 'lost']",e2_board6_words,swow,0.003804812297925473,24
872,E2,TrialList6,elm,rock,stone,2,elm-rock,"['bear', 'bun', 'alive', 'dead', 'lemon', 'flat', 'sit', 'stand', 'crust', 'boot', 'ideal', 'fill', 'white', 'tear', 'elm', 'rock', 'river', 'chain', 'found', 'lost']",e2_board6_words,swow,0.007356532943315401,6
873,E2,TrialList6,elm,rock,tree,2,elm-rock,"['bear', 'bun', 'alive', 'dead', 'lemon', 'flat', 'sit', 'stand', 'crust', 'boot', 'ideal', 'fill', 'white', 'tear', 'elm', 'rock', 'river', 'chain', 'found', 'lost']",e2_board6_words,swow,0.019954631322031315,1
874,E2,TrialList6,elm,rock,unmoving,1,elm-rock,"['bear', 'bun', 'alive', 'dead', 'lemon', 'flat', 'sit', 'stand', 'crust', 'boot', 'ideal', 'fill', 'white', 'tear', 'elm', 'rock', 'river', 'chain', 'found', 'lost']",e2_board6_words,swow,5.603222781514583e-05,3324
875,E2,TrialList6,elm,rock,wood,2,elm-rock,"['bear', 'bun', 'alive', 'dead', 'lemon', 'flat', 'sit', 'stand', 'crust', 'boot', 'ideal', 'fill', 'white', 'tear', 'elm', 'rock', 'river', 'chain', 'found', 'lost']",e2_board6_words,swow,0.006095115995042767,10
876,E2,TrialList6,sit,stand,action,2,sit-stand,"['bear', 'bun', 'alive', 'dead', 'lemon', 'flat', 'sit', 'stand', 'crust', 'boot', 'ideal', 'fill', 'white', 'tear', 'elm', 'rock', 'river', 'chain', 'found', 'lost']",e2_board6_words,swow,3.272870672701946e-06,702
877,E2,TrialList6,sit,stand,chair,12,sit-stand,"['bear', 'bun', 'alive', 'dead', 'lemon', 'flat', 'sit', 'stand', 'crust', 'boot', 'ideal', 'fill', 'white', 'tear', 'elm', 'rock', 'river', 'chain', 'found', 'lost']",e2_board6_words,swow,0.030581545600753074,3
878,E2,TrialList6,sit,stand,command,1,sit-stand,"['bear', 'bun', 'alive', 'dead', 'lemon', 'flat', 'sit', 'stand', 'crust', 'boot', 'ideal', 'fill', 'white', 'tear', 'elm', 'rock', 'river', 'chain', 'found', 'lost']",e2_board6_words,swow,4.225962349454358e-06,511
879,E2,TrialList6,sit,stand,concert,1,sit-stand,"['bear', 'bun', 'alive', 'dead', 'lemon', 'flat', 'sit', 'stand', 'crust', 'boot', 'ideal', 'fill', 'white', 'tear', 'elm', 'rock', 'river', 'chain', 'found', 'lost']",e2_board6_words,swow,2.4763747543677387e-06,981
880,E2,TrialList6,sit,stand,desk,2,sit-stand,"['bear', 'bun', 'alive', 'dead', 'lemon', 'flat', 'sit', 'stand', 'crust', 'boot', 'ideal', 'fill', 'white', 'tear', 'elm', 'rock', 'river', 'chain', 'found', 'lost']",e2_board6_words,swow,7.342613059823216e-05,55
881,E2,TrialList6,sit,stand,kneel,1,sit-stand,"['bear', 'bun', 'alive', 'dead', 'lemon', 'flat', 'sit', 'stand', 'crust', 'boot', 'ideal', 'fill', 'white', 'tear', 'elm', 'rock', 'river', 'chain', 'found', 'lost']",e2_board6_words,swow,3.596712772880314e-05,78
882,E2,TrialList6,sit,stand,lab,1,sit-stand,"['bear', 'bun', 'alive', 'dead', 'lemon', 'flat', 'sit', 'stand', 'crust', 'boot', 'ideal', 'fill', 'white', 'tear', 'elm', 'rock', 'river', 'chain', 'found', 'lost']",e2_board6_words,swow,1.80508132488582e-06,1496
883,E2,TrialList6,sit,stand,leg,2,sit-stand,"['bear', 'bun', 'alive', 'dead', 'lemon', 'flat', 'sit', 'stand', 'crust', 'boot', 'ideal', 'fill', 'white', 'tear', 'elm', 'rock', 'river', 'chain', 'found', 'lost']",e2_board6_words,swow,4.950116482461529e-06,431
884,E2,TrialList6,sit,stand,legs,1,sit-stand,"['bear', 'bun', 'alive', 'dead', 'lemon', 'flat', 'sit', 'stand', 'crust', 'boot', 'ideal', 'fill', 'white', 'tear', 'elm', 'rock', 'river', 'chain', 'found', 'lost']",e2_board6_words,swow,1.3394844556571045e-05,161
885,E2,TrialList6,sit,stand,move,1,sit-stand,"['bear', 'bun', 'alive', 'dead', 'lemon', 'flat', 'sit', 'stand', 'crust', 'boot', 'ideal', 'fill', 'white', 'tear', 'elm', 'rock', 'river', 'chain', 'found', 'lost']",e2_board6_words,swow,9.484313186458344e-06,221
886,E2,TrialList6,sit,stand,movement,2,sit-stand,"['bear', 'bun', 'alive', 'dead', 'lemon', 'flat', 'sit', 'stand', 'crust', 'boot', 'ideal', 'fill', 'white', 'tear', 'elm', 'rock', 'river', 'chain', 'found', 'lost']",e2_board6_words,swow,2.628924054638654e-06,915
887,E2,TrialList6,sit,stand,position,10,sit-stand,"['bear', 'bun', 'alive', 'dead', 'lemon', 'flat', 'sit', 'stand', 'crust', 'boot', 'ideal', 'fill', 'white', 'tear', 'elm', 'rock', 'river', 'chain', 'found', 'lost']",e2_board6_words,swow,0.0001187414947448179,44
888,E2,TrialList6,sit,stand,posture,2,sit-stand,"['bear', 'bun', 'alive', 'dead', 'lemon', 'flat', 'sit', 'stand', 'crust', 'boot', 'ideal', 'fill', 'white', 'tear', 'elm', 'rock', 'river', 'chain', 'found', 'lost']",e2_board6_words,swow,0.0012597571250708818,21
889,E2,TrialList6,sit,stand,s,1,sit-stand,"['bear', 'bun', 'alive', 'dead', 'lemon', 'flat', 'sit', 'stand', 'crust', 'boot', 'ideal', 'fill', 'white', 'tear', 'elm', 'rock', 'river', 'chain', 'found', 'lost']",e2_board6_words,swow,1.6477477139488134e-07,10802
890,E2,TrialList6,sit,stand,stationary,1,sit-stand,"['bear', 'bun', 'alive', 'dead', 'lemon', 'flat', 'sit', 'stand', 'crust', 'boot', 'ideal', 'fill', 'white', 'tear', 'elm', 'rock', 'river', 'chain', 'found', 'lost']",e2_board6_words,swow,7.041689063240325e-07,4422
891,E2,TrialList6,sit,stand,still,2,sit-stand,"['bear', 'bun', 'alive', 'dead', 'lemon', 'flat', 'sit', 'stand', 'crust', 'boot', 'ideal', 'fill', 'white', 'tear', 'elm', 'rock', 'river', 'chain', 'found', 'lost']",e2_board6_words,swow,2.2445936200329485e-05,116
892,E2,TrialList6,sit,stand,symphony,1,sit-stand,"['bear', 'bun', 'alive', 'dead', 'lemon', 'flat', 'sit', 'stand', 'crust', 'boot', 'ideal', 'fill', 'white', 'tear', 'elm', 'rock', 'river', 'chain', 'found', 'lost']",e2_board6_words,swow,8.254177897378701e-07,3742
893,E2,TrialList6,sit,stand,up,1,sit-stand,"['bear', 'bun', 'alive', 'dead', 'lemon', 'flat', 'sit', 'stand', 'crust', 'boot', 'ideal', 'fill', 'white', 'tear', 'elm', 'rock', 'river', 'chain', 'found', 'lost']",e2_board6_words,swow,0.004515541379301439,8
894,E2,TrialList7,east,short,arrow,1,east-short,"['heavy', 'meter', 'kitchen', 'heart', 'old', 'new', 'dim', 'worn', 'boots', 'love', 'glass', 'cage', 'full', 'empty', 'east', 'short', 'hard', 'soft', 'wood', 'timber']",e2_board7_words,swow,6.246054849262057e-05,3418
895,E2,TrialList7,east,short,Asian,2,east-short,"['heavy', 'meter', 'kitchen', 'heart', 'old', 'new', 'dim', 'worn', 'boots', 'love', 'glass', 'cage', 'full', 'empty', 'east', 'short', 'hard', 'soft', 'wood', 'timber']",e2_board7_words,swow,0.0009172874703312309,78
896,E2,TrialList7,east,short,cardinal,1,east-short,"['heavy', 'meter', 'kitchen', 'heart', 'old', 'new', 'dim', 'worn', 'boots', 'love', 'glass', 'cage', 'full', 'empty', 'east', 'short', 'hard', 'soft', 'wood', 'timber']",e2_board7_words,swow,5.088747001000126e-05,4344
897,E2,TrialList7,east,short,coast,1,east-short,"['heavy', 'meter', 'kitchen', 'heart', 'old', 'new', 'dim', 'worn', 'boots', 'love', 'glass', 'cage', 'full', 'empty', 'east', 'short', 'hard', 'soft', 'wood', 'timber']",e2_board7_words,swow,0.001865589348176985,24
898,E2,TrialList7,east,short,compass,1,east-short,"['heavy', 'meter', 'kitchen', 'heart', 'old', 'new', 'dim', 'worn', 'boots', 'love', 'glass', 'cage', 'full', 'empty', 'east', 'short', 'hard', 'soft', 'wood', 'timber']",e2_board7_words,swow,0.00219227780232618,18
899,E2,TrialList7,east,short,direction,14,east-short,"['heavy', 'meter', 'kitchen', 'heart', 'old', 'new', 'dim', 'worn', 'boots', 'love', 'glass', 'cage', 'full', 'empty', 'east', 'short', 'hard', 'soft', 'wood', 'timber']",e2_board7_words,swow,0.004142894313406314,10
901,E2,TrialList7,east,short,distance,1,east-short,"['heavy', 'meter', 'kitchen', 'heart', 'old', 'new', 'dim', 'worn', 'boots', 'love', 'glass', 'cage', 'full', 'empty', 'east', 'short', 'hard', 'soft', 'wood', 'timber']",e2_board7_words,swow,0.00032546772834397776,359
902,E2,TrialList7,east,short,identification,1,east-short,"['heavy', 'meter', 'kitchen', 'heart', 'old', 'new', 'dim', 'worn', 'boots', 'love', 'glass', 'cage', 'full', 'empty', 'east', 'short', 'hard', 'soft', 'wood', 'timber']",e2_board7_words,swow,5.9516307027008795e-05,3613
904,E2,TrialList7,east,short,inch,1,east-short,"['heavy', 'meter', 'kitchen', 'heart', 'old', 'new', 'dim', 'worn', 'boots', 'love', 'glass', 'cage', 'full', 'empty', 'east', 'short', 'hard', 'soft', 'wood', 'timber']",e2_board7_words,swow,0.00012801796348155126,1334
906,E2,TrialList7,east,short,magnitude,1,east-short,"['heavy', 'meter', 'kitchen', 'heart', 'old', 'new', 'dim', 'worn', 'boots', 'love', 'glass', 'cage', 'full', 'empty', 'east', 'short', 'hard', 'soft', 'wood', 'timber']",e2_board7_words,swow,4.184597103561224e-05,5294
907,E2,TrialList7,east,short,measurement,1,east-short,"['heavy', 'meter', 'kitchen', 'heart', 'old', 'new', 'dim', 'worn', 'boots', 'love', 'glass', 'cage', 'full', 'empty', 'east', 'short', 'hard', 'soft', 'wood', 'timber']",e2_board7_words,swow,2.237681445910807e-05,8609
908,E2,TrialList7,east,short,navigate,1,east-short,"['heavy', 'meter', 'kitchen', 'heart', 'old', 'new', 'dim', 'worn', 'boots', 'love', 'glass', 'cage', 'full', 'empty', 'east', 'short', 'hard', 'soft', 'wood', 'timber']",e2_board7_words,swow,0.00019987502854745747,729
909,E2,TrialList7,east,short,origin,1,east-short,"['heavy', 'meter', 'kitchen', 'heart', 'old', 'new', 'dim', 'worn', 'boots', 'love', 'glass', 'cage', 'full', 'empty', 'east', 'short', 'hard', 'soft', 'wood', 'timber']",e2_board7_words,swow,4.177955105002758e-05,5300
911,E2,TrialList7,east,short,road,1,east-short,"['heavy', 'meter', 'kitchen', 'heart', 'old', 'new', 'dim', 'worn', 'boots', 'love', 'glass', 'cage', 'full', 'empty', 'east', 'short', 'hard', 'soft', 'wood', 'timber']",e2_board7_words,swow,0.00024448857163376605,549
912,E2,TrialList7,east,short,simple,1,east-short,"['heavy', 'meter', 'kitchen', 'heart', 'old', 'new', 'dim', 'worn', 'boots', 'love', 'glass', 'cage', 'full', 'empty', 'east', 'short', 'hard', 'soft', 'wood', 'timber']",e2_board7_words,swow,0.00016050757513197308,976
913,E2,TrialList7,east,short,small,2,east-short,"['heavy', 'meter', 'kitchen', 'heart', 'old', 'new', 'dim', 'worn', 'boots', 'love', 'glass', 'cage', 'full', 'empty', 'east', 'short', 'hard', 'soft', 'wood', 'timber']",e2_board7_words,swow,0.002739318345473641,14
914,E2,TrialList7,east,short,sunrise,2,east-short,"['heavy', 'meter', 'kitchen', 'heart', 'old', 'new', 'dim', 'worn', 'boots', 'love', 'glass', 'cage', 'full', 'empty', 'east', 'short', 'hard', 'soft', 'wood', 'timber']",e2_board7_words,swow,0.00015723909978657155,1009
915,E2,TrialList7,east,short,turn,1,east-short,"['heavy', 'meter', 'kitchen', 'heart', 'old', 'new', 'dim', 'worn', 'boots', 'love', 'glass', 'cage', 'full', 'empty', 'east', 'short', 'hard', 'soft', 'wood', 'timber']",e2_board7_words,swow,0.0003355681194366905,343
916,E2,TrialList7,east,short,vector,3,east-short,"['heavy', 'meter', 'kitchen', 'heart', 'old', 'new', 'dim', 'worn', 'boots', 'love', 'glass', 'cage', 'full', 'empty', 'east', 'short', 'hard', 'soft', 'wood', 'timber']",e2_board7_words,swow,7.381568170158537e-05,2756
917,E2,TrialList7,east,short,west,2,east-short,"['heavy', 'meter', 'kitchen', 'heart', 'old', 'new', 'dim', 'worn', 'boots', 'love', 'glass', 'cage', 'full', 'empty', 'east', 'short', 'hard', 'soft', 'wood', 'timber']",e2_board7_words,swow,0.019692796585879486,2
918,E2,TrialList7,glass,cage,animal,1,glass-cage,"['heavy', 'meter', 'kitchen', 'heart', 'old', 'new', 'dim', 'worn', 'boots', 'love', 'glass', 'cage', 'full', 'empty', 'east', 'short', 'hard', 'soft', 'wood', 'timber']",e2_board7_words,swow,0.0010798458030489256,78
919,E2,TrialList7,glass,cage,aquarium,3,glass-cage,"['heavy', 'meter', 'kitchen', 'heart', 'old', 'new', 'dim', 'worn', 'boots', 'love', 'glass', 'cage', 'full', 'empty', 'east', 'short', 'hard', 'soft', 'wood', 'timber']",e2_board7_words,swow,0.00011597551332553391,1629
920,E2,TrialList7,glass,cage,bar,1,glass-cage,"['heavy', 'meter', 'kitchen', 'heart', 'old', 'new', 'dim', 'worn', 'boots', 'love', 'glass', 'cage', 'full', 'empty', 'east', 'short', 'hard', 'soft', 'wood', 'timber']",e2_board7_words,swow,0.0009905800760432112,88
921,E2,TrialList7,glass,cage,barrier,2,glass-cage,"['heavy', 'meter', 'kitchen', 'heart', 'old', 'new', 'dim', 'worn', 'boots', 'love', 'glass', 'cage', 'full', 'empty', 'east', 'short', 'hard', 'soft', 'wood', 'timber']",e2_board7_words,swow,3.835766011984536e-05,6000
922,E2,TrialList7,glass,cage,bird,1,glass-cage,"['heavy', 'meter', 'kitchen', 'heart', 'old', 'new', 'dim', 'worn', 'boots', 'love', 'glass', 'cage', 'full', 'empty', 'east', 'short', 'hard', 'soft', 'wood', 'timber']",e2_board7_words,swow,0.005761709126328033,3
923,E2,TrialList7,glass,cage,break,1,glass-cage,"['heavy', 'meter', 'kitchen', 'heart', 'old', 'new', 'dim', 'worn', 'boots', 'love', 'glass', 'cage', 'full', 'empty', 'east', 'short', 'hard', 'soft', 'wood', 'timber']",e2_board7_words,swow,0.002462017311635632,18
925,E2,TrialList7,glass,cage,confine,1,glass-cage,"['heavy', 'meter', 'kitchen', 'heart', 'old', 'new', 'dim', 'worn', 'boots', 'love', 'glass', 'cage', 'full', 'empty', 'east', 'short', 'hard', 'soft', 'wood', 'timber']",e2_board7_words,swow,0.0004772805834559144,255
927,E2,TrialList7,glass,cage,contain,1,glass-cage,"['heavy', 'meter', 'kitchen', 'heart', 'old', 'new', 'dim', 'worn', 'boots', 'love', 'glass', 'cage', 'full', 'empty', 'east', 'short', 'hard', 'soft', 'wood', 'timber']",e2_board7_words,swow,0.00030528767681405966,447
928,E2,TrialList7,glass,cage,container,5,glass-cage,"['heavy', 'meter', 'kitchen', 'heart', 'old', 'new', 'dim', 'worn', 'boots', 'love', 'glass', 'cage', 'full', 'empty', 'east', 'short', 'hard', 'soft', 'wood', 'timber']",e2_board7_words,swow,0.00037015422552158245,347
931,E2,TrialList7,glass,cage,exhibit,1,glass-cage,"['heavy', 'meter', 'kitchen', 'heart', 'old', 'new', 'dim', 'worn', 'boots', 'love', 'glass', 'cage', 'full', 'empty', 'east', 'short', 'hard', 'soft', 'wood', 'timber']",e2_board7_words,swow,6.775843046761091e-05,3233
933,E2,TrialList7,glass,cage,fragile,1,glass-cage,"['heavy', 'meter', 'kitchen', 'heart', 'old', 'new', 'dim', 'worn', 'boots', 'love', 'glass', 'cage', 'full', 'empty', 'east', 'short', 'hard', 'soft', 'wood', 'timber']",e2_board7_words,swow,0.0022345633021310114,21
938,E2,TrialList7,glass,cage,prism,1,glass-cage,"['heavy', 'meter', 'kitchen', 'heart', 'old', 'new', 'dim', 'worn', 'boots', 'love', 'glass', 'cage', 'full', 'empty', 'east', 'short', 'hard', 'soft', 'wood', 'timber']",e2_board7_words,swow,9.607900681438743e-05,2108
939,E2,TrialList7,glass,cage,prison,1,glass-cage,"['heavy', 'meter', 'kitchen', 'heart', 'old', 'new', 'dim', 'worn', 'boots', 'love', 'glass', 'cage', 'full', 'empty', 'east', 'short', 'hard', 'soft', 'wood', 'timber']",e2_board7_words,swow,0.002502338694069484,17
940,E2,TrialList7,glass,cage,shatter,1,glass-cage,"['heavy', 'meter', 'kitchen', 'heart', 'old', 'new', 'dim', 'worn', 'boots', 'love', 'glass', 'cage', 'full', 'empty', 'east', 'short', 'hard', 'soft', 'wood', 'timber']",e2_board7_words,swow,0.002461539428173834,19
941,E2,TrialList7,glass,cage,structure,1,glass-cage,"['heavy', 'meter', 'kitchen', 'heart', 'old', 'new', 'dim', 'worn', 'boots', 'love', 'glass', 'cage', 'full', 'empty', 'east', 'short', 'hard', 'soft', 'wood', 'timber']",e2_board7_words,swow,6.049142910623763e-05,3692
942,E2,TrialList7,glass,cage,transparent,1,glass-cage,"['heavy', 'meter', 'kitchen', 'heart', 'old', 'new', 'dim', 'worn', 'boots', 'love', 'glass', 'cage', 'full', 'empty', 'east', 'short', 'hard', 'soft', 'wood', 'timber']",e2_board7_words,swow,0.001286122822320751,55
943,E2,TrialList7,glass,cage,trap,2,glass-cage,"['heavy', 'meter', 'kitchen', 'heart', 'old', 'new', 'dim', 'worn', 'boots', 'love', 'glass', 'cage', 'full', 'empty', 'east', 'short', 'hard', 'soft', 'wood', 'timber']",e2_board7_words,swow,0.0011296246961077557,69
944,E2,TrialList7,glass,cage,view,1,glass-cage,"['heavy', 'meter', 'kitchen', 'heart', 'old', 'new', 'dim', 'worn', 'boots', 'love', 'glass', 'cage', 'full', 'empty', 'east', 'short', 'hard', 'soft', 'wood', 'timber']",e2_board7_words,swow,0.00041911586209611944,299
945,E2,TrialList7,glass,cage,window,3,glass-cage,"['heavy', 'meter', 'kitchen', 'heart', 'old', 'new', 'dim', 'worn', 'boots', 'love', 'glass', 'cage', 'full', 'empty', 'east', 'short', 'hard', 'soft', 'wood', 'timber']",e2_board7_words,swow,0.007253889684566739,2
946,E2,TrialList7,glass,cage,zoo,5,glass-cage,"['heavy', 'meter', 'kitchen', 'heart', 'old', 'new', 'dim', 'worn', 'boots', 'love', 'glass', 'cage', 'full', 'empty', 'east', 'short', 'hard', 'soft', 'wood', 'timber']",e2_board7_words,swow,0.0012323786677889154,62
947,E2,TrialList7,old,new,age,14,old-new,"['heavy', 'meter', 'kitchen', 'heart', 'old', 'new', 'dim', 'worn', 'boots', 'love', 'glass', 'cage', 'full', 'empty', 'east', 'short', 'hard', 'soft', 'wood', 'timber']",e2_board7_words,swow,0.015907823861403998,6
948,E2,TrialList7,old,new,condition,1,old-new,"['heavy', 'meter', 'kitchen', 'heart', 'old', 'new', 'dim', 'worn', 'boots', 'love', 'glass', 'cage', 'full', 'empty', 'east', 'short', 'hard', 'soft', 'wood', 'timber']",e2_board7_words,swow,2.273541397505097e-05,692
949,E2,TrialList7,old,new,cycle,1,old-new,"['heavy', 'meter', 'kitchen', 'heart', 'old', 'new', 'dim', 'worn', 'boots', 'love', 'glass', 'cage', 'full', 'empty', 'east', 'short', 'hard', 'soft', 'wood', 'timber']",e2_board7_words,swow,5.117866661121557e-06,4200
950,E2,TrialList7,old,new,fresh,1,old-new,"['heavy', 'meter', 'kitchen', 'heart', 'old', 'new', 'dim', 'worn', 'boots', 'love', 'glass', 'cage', 'full', 'empty', 'east', 'short', 'hard', 'soft', 'wood', 'timber']",e2_board7_words,swow,0.0005966853169622928,92
951,E2,TrialList7,old,new,friend,1,old-new,"['heavy', 'meter', 'kitchen', 'heart', 'old', 'new', 'dim', 'worn', 'boots', 'love', 'glass', 'cage', 'full', 'empty', 'east', 'short', 'hard', 'soft', 'wood', 'timber']",e2_board7_words,swow,3.53329350158953e-05,452
