wordpair,Level,candidate_type,type,n_steps,n_model_candidates,n_human_candidates,n_intersection,intersection
rude-regret,hard,clueOption3,intersection,1024,11754,44,38,"['adjective', 'unacceptable', 'hatred', 'bitch', 'villain', 'disrespect', 'social', 'disgust', 'upset', 'bad', 'past', 'unpleasant', 'abrasive', 'remorse', 'negative', 'emotion', 'problem', 'decision', 'hurt', 'mean', 'guilt', 'unkind', 'obnoxious', 'breakup', 'retrospect', 'projection', 'fight', 'feelings', 'sad', 'red', 'terrible', 'attitude', 'embarrassing', 'r', 'hostile', 'fighting', 'customer', 'angry']"
rude-regret,hard,clueOption3,intersection,2048,11997,44,38,"['adjective', 'unacceptable', 'hatred', 'bitch', 'villain', 'disrespect', 'social', 'disgust', 'upset', 'bad', 'past', 'unpleasant', 'abrasive', 'remorse', 'negative', 'emotion', 'problem', 'decision', 'hurt', 'mean', 'guilt', 'unkind', 'obnoxious', 'breakup', 'retrospect', 'projection', 'fight', 'feelings', 'sad', 'red', 'terrible', 'attitude', 'embarrassing', 'r', 'hostile', 'fighting', 'customer', 'angry']"
rude-regret,hard,clueOption3,intersection,4096,12123,44,38,"['adjective', 'unacceptable', 'hatred', 'bitch', 'villain', 'disrespect', 'social', 'disgust', 'upset', 'bad', 'past', 'unpleasant', 'abrasive', 'remorse', 'negative', 'emotion', 'problem', 'decision', 'hurt', 'mean', 'guilt', 'unkind', 'obnoxious', 'breakup', 'retrospect', 'projection', 'fight', 'feelings', 'sad', 'red', 'terrible', 'attitude', 'embarrassing', 'r', 'hostile', 'fighting', 'customer', 'angry']"
rude-regret,hard,clueOption3,union,2,231,44,18,"['past', 'unpleasant', 'red', 'angry', 'remorse', 'unkind', 'obnoxious', 'attitude', 'guilt', 'decision', 'emotion', 'bitch', 'feelings', 'hurt', 'sad', 'mean', 'unacceptable', 'bad']"
rude-regret,hard,clueOption3,union,4,1782,44,29,"['angry', 'hatred', 'villain', 'bitch', 'social', 'disgust', 'upset', 'bad', 'past', 'unpleasant', 'remorse', 'negative', 'emotion', 'problem', 'decision', 'hurt', 'mean', 'guilt', 'unkind', 'obnoxious', 'fight', 'feelings', 'sad', 'red', 'terrible', 'attitude', 'embarrassing', 'fighting', 'unacceptable']"
rude-regret,hard,clueOption3,union,8,3873,44,29,"['angry', 'hatred', 'villain', 'bitch', 'social', 'disgust', 'upset', 'bad', 'past', 'unpleasant', 'remorse', 'negative', 'emotion', 'problem', 'decision', 'hurt', 'mean', 'guilt', 'unkind', 'obnoxious', 'fight', 'feelings', 'sad', 'red', 'terrible', 'embarrassing', 'attitude', 'fighting', 'unacceptable']"
rude-regret,hard,clueOption3,union,16,6035,44,29,"['unacceptable', 'hatred', 'villain', 'bitch', 'social', 'disgust', 'upset', 'bad', 'past', 'unpleasant', 'remorse', 'negative', 'emotion', 'problem', 'decision', 'hurt', 'mean', 'guilt', 'unkind', 'obnoxious', 'fight', 'feelings', 'sad', 'red', 'terrible', 'attitude', 'embarrassing', 'fighting', 'angry']"
rude-regret,hard,clueOption3,union,32,7972,44,34,"['adjective', 'unacceptable', 'hatred', 'bitch', 'villain', 'disrespect', 'social', 'disgust', 'upset', 'bad', 'past', 'unpleasant', 'abrasive', 'remorse', 'negative', 'emotion', 'problem', 'decision', 'hurt', 'mean', 'guilt', 'unkind', 'obnoxious', 'breakup', 'fight', 'feelings', 'sad', 'red', 'terrible', 'attitude', 'embarrassing', 'fighting', 'customer', 'angry']"
rude-regret,hard,clueOption3,union,64,9597,44,35,"['adjective', 'unacceptable', 'hatred', 'bitch', 'villain', 'disrespect', 'social', 'disgust', 'upset', 'bad', 'past', 'unpleasant', 'abrasive', 'remorse', 'negative', 'emotion', 'problem', 'decision', 'hurt', 'mean', 'guilt', 'unkind', 'obnoxious', 'breakup', 'retrospect', 'fight', 'feelings', 'sad', 'red', 'terrible', 'attitude', 'embarrassing', 'fighting', 'customer', 'angry']"
rude-regret,hard,clueOption3,union,128,10819,44,36,"['adjective', 'unacceptable', 'hatred', 'bitch', 'villain', 'disrespect', 'social', 'disgust', 'upset', 'bad', 'past', 'unpleasant', 'abrasive', 'remorse', 'negative', 'emotion', 'problem', 'decision', 'hurt', 'mean', 'guilt', 'unkind', 'obnoxious', 'breakup', 'retrospect', 'projection', 'fight', 'feelings', 'sad', 'red', 'terrible', 'attitude', 'embarrassing', 'fighting', 'customer', 'angry']"
rude-regret,hard,clueOption3,union,256,11543,44,38,"['adjective', 'unacceptable', 'hatred', 'bitch', 'villain', 'disrespect', 'social', 'disgust', 'upset', 'bad', 'past', 'unpleasant', 'abrasive', 'remorse', 'negative', 'emotion', 'problem', 'decision', 'hurt', 'mean', 'guilt', 'unkind', 'obnoxious', 'breakup', 'retrospect', 'projection', 'fight', 'feelings', 'sad', 'red', 'terrible', 'attitude', 'embarrassing', 'r', 'hostile', 'fighting', 'customer', 'angry']"
rude-regret,hard,clueOption3,union,512,11920,44,38,"['adjective', 'unacceptable', 'hatred', 'bitch', 'villain', 'disrespect', 'social', 'disgust', 'upset', 'bad', 'past', 'unpleasant', 'abrasive', 'remorse', 'negative', 'emotion', 'problem', 'decision', 'hurt', 'mean', 'guilt', 'unkind', 'obnoxious', 'breakup', 'retrospect', 'projection', 'fight', 'feelings', 'sad', 'red', 'terrible', 'attitude', 'embarrassing', 'r', 'hostile', 'fighting', 'customer', 'angry']"
rude-regret,hard,clueOption3,union,1024,12090,44,38,"['adjective', 'unacceptable', 'hatred', 'bitch', 'villain', 'disrespect', 'social', 'disgust', 'upset', 'bad', 'past', 'unpleasant', 'abrasive', 'remorse', 'negative', 'emotion', 'problem', 'decision', 'hurt', 'mean', 'guilt', 'unkind', 'obnoxious', 'breakup', 'retrospect', 'projection', 'fight', 'feelings', 'sad', 'red', 'terrible', 'attitude', 'embarrassing', 'r', 'hostile', 'fighting', 'customer', 'angry']"
rude-regret,hard,clueOption3,union,2048,12159,44,38,"['adjective', 'unacceptable', 'hatred', 'bitch', 'villain', 'disrespect', 'social', 'disgust', 'upset', 'bad', 'past', 'unpleasant', 'abrasive', 'remorse', 'negative', 'emotion', 'problem', 'decision', 'hurt', 'mean', 'guilt', 'unkind', 'obnoxious', 'breakup', 'retrospect', 'projection', 'fight', 'feelings', 'sad', 'red', 'terrible', 'attitude', 'embarrassing', 'r', 'hostile', 'fighting', 'customer', 'angry']"
rude-regret,hard,clueOption3,union,4096,12183,44,38,"['adjective', 'unacceptable', 'hatred', 'bitch', 'villain', 'disrespect', 'social', 'disgust', 'upset', 'bad', 'past', 'unpleasant', 'abrasive', 'remorse', 'negative', 'emotion', 'problem', 'decision', 'hurt', 'mean', 'guilt', 'unkind', 'obnoxious', 'breakup', 'retrospect', 'projection', 'fight', 'feelings', 'sad', 'red', 'terrible', 'attitude', 'embarrassing', 'r', 'hostile', 'fighting', 'customer', 'angry']"
rude-regret,hard,clueOption4,intersection,2,4,9,2,"['mistake', 'bad']"
rude-regret,hard,clueOption4,intersection,4,301,9,3,"['mistake', 'past', 'bad']"
rude-regret,hard,clueOption4,intersection,8,1211,9,4,"['mistake', 'past', 'run', 'bad']"
rude-regret,hard,clueOption4,intersection,16,2655,9,5,"['mistake', 'past', 'run', 'foul', 'bad']"
rude-regret,hard,clueOption4,intersection,32,4482,9,6,"['mistake', 'run', 'past', 'unkind', 'foul', 'bad']"
rude-regret,hard,clueOption4,intersection,64,6484,9,7,"['mistake', 'run', 'past', 'remorse', 'unkind', 'foul', 'bad']"
rude-regret,hard,clueOption4,intersection,128,8491,9,7,"['mistake', 'run', 'past', 'unkind', 'remorse', 'foul', 'bad']"
rude-regret,hard,clueOption4,intersection,256,10104,9,7,"['mistake', 'run', 'past', 'unkind', 'remorse', 'foul', 'bad']"
rude-regret,hard,clueOption4,intersection,512,11202,9,7,"['mistake', 'run', 'past', 'unkind', 'remorse', 'foul', 'bad']"
rude-regret,hard,clueOption4,intersection,1024,11754,9,7,"['mistake', 'run', 'past', 'unkind', 'remorse', 'foul', 'bad']"
rude-regret,hard,clueOption4,intersection,2048,11997,9,7,"['mistake', 'run', 'past', 'unkind', 'remorse', 'foul', 'bad']"
rude-regret,hard,clueOption4,intersection,4096,12123,9,7,"['mistake', 'run', 'past', 'unkind', 'remorse', 'foul', 'bad']"
rude-regret,hard,clueOption4,union,2,231,9,5,"['mistake', 'past', 'unkind', 'remorse', 'bad']"
rude-regret,hard,clueOption4,union,4,1782,9,7,"['mistake', 'past', 'run', 'unkind', 'remorse', 'foul', 'bad']"
rude-regret,hard,clueOption4,union,8,3873,9,7,"['mistake', 'past', 'run', 'remorse', 'unkind', 'foul', 'bad']"
rude-regret,hard,clueOption4,union,16,6035,9,7,"['mistake', 'past', 'run', 'remorse', 'unkind', 'foul', 'bad']"
rude-regret,hard,clueOption4,union,32,7972,9,7,"['mistake', 'run', 'past', 'unkind', 'remorse', 'foul', 'bad']"
rude-regret,hard,clueOption4,union,64,9597,9,7,"['mistake', 'run', 'past', 'remorse', 'unkind', 'foul', 'bad']"
rude-regret,hard,clueOption4,union,128,10819,9,7,"['mistake', 'run', 'past', 'unkind', 'remorse', 'foul', 'bad']"
rude-regret,hard,clueOption4,union,256,11543,9,7,"['mistake', 'run', 'past', 'unkind', 'remorse', 'foul', 'bad']"
rude-regret,hard,clueOption4,union,512,11920,9,7,"['mistake', 'run', 'past', 'unkind', 'remorse', 'foul', 'bad']"
rude-regret,hard,clueOption4,union,1024,12090,9,7,"['mistake', 'run', 'past', 'unkind', 'remorse', 'foul', 'bad']"
rude-regret,hard,clueOption4,union,2048,12159,9,7,"['mistake', 'run', 'past', 'unkind', 'remorse', 'foul', 'bad']"
rude-regret,hard,clueOption4,union,4096,12183,9,7,"['mistake', 'run', 'past', 'unkind', 'remorse', 'foul', 'bad']"
rude-regret,hard,clueOption5,intersection,2,4,3,0,[]
rude-regret,hard,clueOption5,intersection,4,301,3,2,"['negative', 'nasty']"
rude-regret,hard,clueOption5,intersection,8,1211,3,2,"['negative', 'nasty']"
rude-regret,hard,clueOption5,intersection,16,2655,3,3,"['negative', 'bullying', 'nasty']"
rude-regret,hard,clueOption5,intersection,32,4482,3,3,"['negative', 'bullying', 'nasty']"
rude-regret,hard,clueOption5,intersection,64,6484,3,3,"['negative', 'bullying', 'nasty']"
rude-regret,hard,clueOption5,intersection,128,8491,3,3,"['negative', 'bullying', 'nasty']"
rude-regret,hard,clueOption5,intersection,256,10104,3,3,"['negative', 'bullying', 'nasty']"
rude-regret,hard,clueOption5,intersection,512,11202,3,3,"['negative', 'bullying', 'nasty']"
rude-regret,hard,clueOption5,intersection,1024,11754,3,3,"['negative', 'bullying', 'nasty']"
rude-regret,hard,clueOption5,intersection,2048,11997,3,3,"['negative', 'bullying', 'nasty']"
rude-regret,hard,clueOption5,intersection,4096,12123,3,3,"['negative', 'bullying', 'nasty']"
rude-regret,hard,clueOption5,union,2,231,3,1,['nasty']
rude-regret,hard,clueOption5,union,4,1782,3,2,"['negative', 'nasty']"
rude-regret,hard,clueOption5,union,8,3873,3,2,"['negative', 'nasty']"
rude-regret,hard,clueOption5,union,16,6035,3,3,"['negative', 'bullying', 'nasty']"
rude-regret,hard,clueOption5,union,32,7972,3,3,"['negative', 'bullying', 'nasty']"
rude-regret,hard,clueOption5,union,64,9597,3,3,"['negative', 'bullying', 'nasty']"
rude-regret,hard,clueOption5,union,128,10819,3,3,"['negative', 'bullying', 'nasty']"
rude-regret,hard,clueOption5,union,256,11543,3,3,"['negative', 'bullying', 'nasty']"
rude-regret,hard,clueOption5,union,512,11920,3,3,"['negative', 'bullying', 'nasty']"
rude-regret,hard,clueOption5,union,1024,12090,3,3,"['negative', 'bullying', 'nasty']"
rude-regret,hard,clueOption5,union,2048,12159,3,3,"['negative', 'bullying', 'nasty']"
rude-regret,hard,clueOption5,union,4096,12183,3,3,"['negative', 'bullying', 'nasty']"
sit-stand,easy,clueOption1,intersection,2,13,19,1,['still']
sit-stand,easy,clueOption1,intersection,4,397,19,7,"['position', 'chair', 'desk', 'vertical', 'legs', 'stool', 'still']"
sit-stand,easy,clueOption1,intersection,8,1324,19,9,"['position', 'move', 'chair', 'desk', 'line', 'legs', 'vertical', 'stool', 'still']"
sit-stand,easy,clueOption1,intersection,16,2625,19,10,"['position', 'move', 'opposite', 'chair', 'desk', 'line', 'legs', 'vertical', 'stool', 'still']"
sit-stand,easy,clueOption1,intersection,32,4394,19,10,"['position', 'move', 'opposite', 'chair', 'desk', 'line', 'legs', 'vertical', 'stool', 'still']"
sit-stand,easy,clueOption1,intersection,64,6366,19,11,"['position', 'move', 'opposite', 'chair', 'seating', 'desk', 'line', 'legs', 'vertical', 'stool', 'still']"
sit-stand,easy,clueOption1,intersection,128,8361,19,13,"['position', 'move', 'opposite', 'chair', 'seating', 'desk', 'squat', 'posture', 'line', 'legs', 'vertical', 'stool', 'still']"
sit-stand,easy,clueOption1,intersection,256,10049,19,15,"['position', 'move', 'opposite', 'chair', 'anthem', 'actions', 'seating', 'desk', 'squat', 'posture', 'line', 'legs', 'vertical', 'stool', 'still']"
sit-stand,easy,clueOption1,intersection,512,11169,19,15,"['position', 'move', 'opposite', 'chair', 'anthem', 'actions', 'seating', 'desk', 'squat', 'posture', 'line', 'legs', 'vertical', 'stool', 'still']"
sit-stand,easy,clueOption1,intersection,1024,11719,19,15,"['position', 'move', 'opposite', 'chair', 'anthem', 'actions', 'seating', 'desk', 'squat', 'posture', 'line', 'legs', 'vertical', 'stool', 'still']"
sit-stand,easy,clueOption1,intersection,2048,11997,19,15,"['position', 'move', 'opposite', 'chair', 'anthem', 'actions', 'seating', 'desk', 'squat', 'posture', 'line', 'legs', 'vertical', 'stool', 'still']"
sit-stand,easy,clueOption1,intersection,4096,12112,19,15,"['position', 'move', 'opposite', 'chair', 'anthem', 'actions', 'seating', 'desk', 'squat', 'still', 'vertical', 'legs', 'posture', 'stool', 'line']"
sit-stand,easy,clueOption1,union,2,170,19,5,"['position', 'chair', 'vertical', 'legs', 'still']"
sit-stand,easy,clueOption1,union,4,1720,19,11,"['position', 'move', 'chair', 'desk', 'squat', 'posture', 'vertical', 'legs', 'line', 'stool', 'still']"
sit-stand,easy,clueOption1,union,8,3792,19,11,"['position', 'move', 'chair', 'desk', 'squat', 'posture', 'line', 'legs', 'vertical', 'stool', 'still']"
sit-stand,easy,clueOption1,union,16,5850,19,12,"['position', 'move', 'opposite', 'chair', 'desk', 'squat', 'posture', 'line', 'legs', 'vertical', 'stool', 'still']"
sit-stand,easy,clueOption1,union,32,7836,19,13,"['position', 'move', 'opposite', 'chair', 'anthem', 'desk', 'squat', 'posture', 'line', 'legs', 'vertical', 'stool', 'still']"
sit-stand,easy,clueOption1,union,64,9514,19,15,"['position', 'move', 'opposite', 'chair', 'anthem', 'seating', 'actions', 'desk', 'squat', 'posture', 'line', 'legs', 'vertical', 'stool', 'still']"
sit-stand,easy,clueOption1,union,128,10778,19,15,"['position', 'move', 'opposite', 'chair', 'anthem', 'seating', 'actions', 'desk', 'squat', 'posture', 'line', 'legs', 'vertical', 'stool', 'still']"
sit-stand,easy,clueOption1,union,256,11572,19,15,"['position', 'move', 'opposite', 'chair', 'anthem', 'actions', 'seating', 'desk', 'squat', 'posture', 'line', 'legs', 'vertical', 'stool', 'still']"
sit-stand,easy,clueOption1,union,512,11917,19,15,"['position', 'move', 'opposite', 'chair', 'anthem', 'actions', 'seating', 'desk', 'squat', 'posture', 'line', 'legs', 'vertical', 'stool', 'still']"
sit-stand,easy,clueOption1,union,1024,12075,19,15,"['position', 'move', 'opposite', 'chair', 'anthem', 'actions', 'seating', 'desk', 'squat', 'posture', 'line', 'legs', 'vertical', 'stool', 'still']"
sit-stand,easy,clueOption1,union,2048,12155,19,15,"['position', 'move', 'opposite', 'chair', 'anthem', 'actions', 'seating', 'desk', 'squat', 'posture', 'line', 'legs', 'vertical', 'stool', 'still']"
sit-stand,easy,clueOption1,union,4096,12176,19,15,"['position', 'move', 'opposite', 'chair', 'anthem', 'actions', 'seating', 'desk', 'squat', 'still', 'vertical', 'legs', 'posture', 'stool', 'line']"
sit-stand,easy,clueOption2,intersection,2,13,29,3,"['still', 'up', 'tired']"
sit-stand,easy,clueOption2,intersection,4,397,29,14,"['body', 'position', 'comfortable', 'up', 'tired', 'chair', 'sofa', 'rise', 'rest', 'feet', 'legs', 'movement', 'still', 'kneel']"
sit-stand,easy,clueOption2,intersection,8,1324,29,15,"['body', 'position', 'comfortable', 'up', 'tired', 'chair', 'rise', 'sofa', 'rest', 'feet', 'legs', 'action', 'movement', 'still', 'kneel']"
sit-stand,easy,clueOption2,intersection,16,2625,29,17,"['body', 'position', 'comfortable', 'up', 'opposite', 'tired', 'chair', 'sofa', 'rise', 'rest', 'feet', 'legs', 'floor', 'action', 'movement', 'still', 'kneel']"
sit-stand,easy,clueOption2,intersection,32,4394,29,19,"['feet', 'training', 'body', 'position', 'comfortable', 'sofa', 'rest', 'still', 'floor', 'legs', 'opposite', 'tired', 'chair', 'rise', 'action', 'movement', 'kneel', 'up', 'zoom']"
sit-stand,easy,clueOption2,intersection,64,6366,29,21,"['resting', 'feet', 'training', 'body', 'position', 'comfortable', 'sofa', 'rest', 'still', 'floor', 'waiting', 'legs', 'opposite', 'tired', 'chair', 'rise', 'action', 'movement', 'kneel', 'up', 'zoom']"
sit-stand,easy,clueOption2,intersection,128,8361,29,22,"['resting', 'zoom', 'feet', 'training', 'body', 'position', 'comfortable', 'sofa', 'rest', 'floor', 'waiting', 'legs', 'opposite', 'tired', 'chair', 'rise', 'action', 'movement', 'kneel', 'up', 'erect', 'still']"
sit-stand,easy,clueOption2,intersection,256,10049,29,24,"['resting', 'zoom', 'feet', 's', 'training', 'body', 'position', 'comfortable', 'sofa', 'rest', 'floor', 'waiting', 'legs', 'attendance', 'opposite', 'chair', 'tired', 'rise', 'action', 'movement', 'kneel', 'up', 'erect', 'still']"
sit-stand,easy,clueOption2,intersection,512,11169,29,24,"['resting', 'zoom', 'feet', 's', 'training', 'body', 'position', 'comfortable', 'sofa', 'rest', 'floor', 'waiting', 'legs', 'attendance', 'opposite', 'chair', 'tired', 'rise', 'action', 'movement', 'kneel', 'up', 'erect', 'still']"
sit-stand,easy,clueOption2,intersection,1024,11719,29,24,"['resting', 'zoom', 'feet', 's', 'training', 'body', 'position', 'comfortable', 'sofa', 'rest', 'floor', 'waiting', 'legs', 'attendance', 'opposite', 'chair', 'tired', 'rise', 'action', 'movement', 'kneel', 'up', 'erect', 'still']"
sit-stand,easy,clueOption2,intersection,2048,11997,29,24,"['resting', 'zoom', 'feet', 's', 'training', 'body', 'position', 'comfortable', 'sofa', 'rest', 'floor', 'waiting', 'legs', 'attendance', 'opposite', 'chair', 'tired', 'rise', 'action', 'movement', 'kneel', 'up', 'erect', 'still']"
sit-stand,easy,clueOption2,intersection,4096,12112,29,24,"['resting', 'zoom', 'feet', 's', 'training', 'body', 'position', 'comfortable', 'sofa', 'rest', 'floor', 'waiting', 'legs', 'attendance', 'opposite', 'chair', 'tired', 'rise', 'action', 'movement', 'kneel', 'up', 'erect', 'still']"
sit-stand,easy,clueOption2,union,2,170,29,14,"['body', 'position', 'comfortable', 'up', 'tired', 'sofa', 'rise', 'chair', 'rest', 'feet', 'legs', 'erect', 'still', 'kneel']"
sit-stand,easy,clueOption2,union,4,1720,29,17,"['body', 'position', 'comfortable', 'up', 'tired', 'chair', 'sofa', 'rise', 'rest', 'erect', 'feet', 'legs', 'floor', 'waiting', 'movement', 'still', 'kneel']"
sit-stand,easy,clueOption2,union,8,3792,29,21,"['resting', 's', 'feet', 'training', 'body', 'position', 'comfortable', 'sofa', 'rest', 'floor', 'waiting', 'legs', 'tired', 'chair', 'rise', 'action', 'movement', 'kneel', 'up', 'erect', 'still']"
sit-stand,easy,clueOption2,union,16,5850,29,23,"['resting', 's', 'feet', 'zoom', 'training', 'body', 'position', 'comfortable', 'sofa', 'rest', 'floor', 'waiting', 'legs', 'opposite', 'tired', 'chair', 'rise', 'action', 'movement', 'kneel', 'up', 'erect', 'still']"
sit-stand,easy,clueOption2,union,32,7836,29,23,"['resting', 's', 'feet', 'training', 'body', 'position', 'comfortable', 'sofa', 'rest', 'still', 'floor', 'waiting', 'legs', 'opposite', 'tired', 'chair', 'rise', 'action', 'movement', 'kneel', 'up', 'erect', 'zoom']"
sit-stand,easy,clueOption2,union,64,9514,29,24,"['resting', 's', 'feet', 'training', 'body', 'position', 'comfortable', 'sofa', 'rest', 'still', 'floor', 'waiting', 'legs', 'attendance', 'opposite', 'tired', 'chair', 'rise', 'action', 'movement', 'kneel', 'up', 'erect', 'zoom']"
sit-stand,easy,clueOption2,union,128,10778,29,24,"['resting', 'zoom', 'feet', 's', 'training', 'body', 'position', 'comfortable', 'sofa', 'rest', 'floor', 'waiting', 'legs', 'attendance', 'opposite', 'tired', 'chair', 'rise', 'action', 'movement', 'kneel', 'up', 'erect', 'still']"
sit-stand,easy,clueOption2,union,256,11572,29,24,"['resting', 'zoom', 'feet', 's', 'training', 'body', 'position', 'comfortable', 'sofa', 'rest', 'floor', 'waiting', 'legs', 'attendance', 'opposite', 'chair', 'tired', 'rise', 'action', 'movement', 'kneel', 'up', 'erect', 'still']"
sit-stand,easy,clueOption2,union,512,11917,29,24,"['resting', 'zoom', 'feet', 's', 'training', 'body', 'position', 'comfortable', 'sofa', 'rest', 'floor', 'waiting', 'legs', 'attendance', 'opposite', 'chair', 'tired', 'rise', 'action', 'movement', 'kneel', 'up', 'erect', 'still']"
sit-stand,easy,clueOption2,union,1024,12075,29,24,"['resting', 'zoom', 'feet', 's', 'training', 'body', 'position', 'comfortable', 'sofa', 'rest', 'floor', 'waiting', 'legs', 'attendance', 'opposite', 'chair', 'tired', 'rise', 'action', 'movement', 'kneel', 'up', 'erect', 'still']"
sit-stand,easy,clueOption2,union,2048,12155,29,24,"['resting', 'zoom', 'feet', 's', 'training', 'body', 'position', 'comfortable', 'sofa', 'rest', 'floor', 'waiting', 'legs', 'attendance', 'opposite', 'chair', 'tired', 'rise', 'action', 'movement', 'kneel', 'up', 'erect', 'still']"
sit-stand,easy,clueOption2,union,4096,12176,29,24,"['resting', 'zoom', 'feet', 's', 'training', 'body', 'position', 'comfortable', 'sofa', 'rest', 'floor', 'waiting', 'legs', 'attendance', 'opposite', 'chair', 'tired', 'rise', 'action', 'movement', 'kneel', 'up', 'erect', 'still']"
sit-stand,easy,clueOption3,intersection,2,13,39,3,"['wait', 'down', 'table']"
sit-stand,easy,clueOption3,intersection,4,397,39,19,"['lazy', 'body', 'position', 'wait', 'sofa', 'rest', 'ground', 'legs', 'upright', 'chair', 'rise', 'down', 'desk', 'couch', 'recline', 'table', 'relax', 'dog', 'state']"
sit-stand,easy,clueOption3,intersection,8,1324,39,26,"['lazy', 'body', 'position', 'bus', 'wait', 'sofa', 'rest', 'ground', 'legs', 'upright', 'chair', 'class', 'rise', 'down', 'desk', 'couch', 'command', 'recline', 'table', 'relax', 'restaurant', 'dog', 'state', 'ability', 'muscle', 'hold']"
sit-stand,easy,clueOption3,intersection,16,2625,39,27,"['lazy', 'body', 'position', 'lounge', 'bus', 'wait', 'sofa', 'rest', 'ground', 'legs', 'upright', 'chair', 'class', 'rise', 'down', 'desk', 'couch', 'command', 'recline', 'table', 'relax', 'restaurant', 'dog', 'state', 'ability', 'muscle', 'hold']"
sit-stand,easy,clueOption3,intersection,32,4394,39,28,"['muscles', 'lazy', 'body', 'position', 'lounge', 'bus', 'wait', 'sofa', 'rest', 'ground', 'legs', 'upright', 'chair', 'class', 'rise', 'down', 'desk', 'couch', 'command', 'recline', 'table', 'relax', 'restaurant', 'dog', 'state', 'ability', 'muscle', 'hold']"
sit-stand,easy,clueOption3,intersection,64,6366,39,31,"['lay down', 'muscles', 'pledge', 'lazy', 'body', 'position', 'lounge', 'bus', 'wait', 'sofa', 'rest', 'ground', 'waiting', 'legs', 'upright', 'chair', 'class', 'rise', 'down', 'desk', 'couch', 'command', 'recline', 'table', 'relax', 'restaurant', 'dog', 'state', 'ability', 'muscle', 'hold']"
sit-stand,easy,clueOption3,intersection,128,8361,39,34,"['lay down', 'muscles', 'pledge', 'squat', 'lazy', 'posture', 'body', 'position', 'lounge', 'bus', 'wait', 'sofa', 'rest', 'ground', 'waiting', 'legs', 'upright', 'chair', 'class', 'rise', 'down', 'desk', 'couch', 'command', 'recline', 'table', 'relax', 'restaurant', 'dog', 'state', 'get up', 'ability', 'muscle', 'hold']"
sit-stand,easy,clueOption3,intersection,256,10049,39,35,"['lay down', 'muscles', 'pledge', 'squat', 's', 'lazy', 'posture', 'body', 'position', 'lounge', 'bus', 'wait', 'sofa', 'rest', 'ground', 'waiting', 'legs', 'upright', 'chair', 'class', 'rise', 'down', 'desk', 'couch', 'command', 'recline', 'table', 'relax', 'restaurant', 'dog', 'state', 'get up', 'ability', 'muscle', 'hold']"
sit-stand,easy,clueOption3,intersection,512,11169,39,36,"['lay down', 'muscles', 'pledge', 'squat', 's', 'lazy', 'posture', 'body', 'position', 'lounge', 'bus', 'wait', 'sofa', 'rest', 'ground', 'waiting', 'legs', 'upright', 'chair', 'class', 'rise', 'down', 'desk', 'couch', 'command', 'recline', 'table', 'relax', 'transition', 'restaurant', 'dog', 'state', 'get up', 'ability', 'muscle', 'hold']"
sit-stand,easy,clueOption3,intersection,1024,11719,39,36,"['lay down', 'muscles', 'pledge', 'squat', 's', 'lazy', 'posture', 'body', 'position', 'lounge', 'bus', 'wait', 'sofa', 'rest', 'ground', 'waiting', 'legs', 'upright', 'chair', 'class', 'rise', 'down', 'desk', 'couch', 'command', 'recline', 'table', 'relax', 'transition', 'restaurant', 'dog', 'state', 'get up', 'ability', 'muscle', 'hold']"
sit-stand,easy,clueOption3,intersection,2048,11997,39,36,"['lay down', 'muscles', 'pledge', 'squat', 's', 'lazy', 'posture', 'body', 'position', 'lounge', 'bus', 'wait', 'sofa', 'rest', 'ground', 'waiting', 'legs', 'upright', 'chair', 'class', 'rise', 'down', 'desk', 'couch', 'command', 'recline', 'table', 'relax', 'transition', 'restaurant', 'dog', 'state', 'get up', 'ability', 'muscle', 'hold']"
sit-stand,easy,clueOption3,intersection,4096,12112,39,36,"['lay down', 'muscles', 'pledge', 'squat', 's', 'lazy', 'posture', 'body', 'position', 'lounge', 'bus', 'wait', 'sofa', 'rest', 'ground', 'waiting', 'legs', 'upright', 'chair', 'class', 'rise', 'down', 'desk', 'couch', 'command', 'recline', 'table', 'relax', 'transition', 'restaurant', 'dog', 'state', 'get up', 'ability', 'muscle', 'hold']"
sit-stand,easy,clueOption3,union,2,170,39,20,"['lazy', 'body', 'position', 'lounge', 'wait', 'sofa', 'rest', 'ground', 'legs', 'upright', 'chair', 'rise', 'down', 'couch', 'command', 'recline', 'table', 'relax', 'dog', 'get up']"
sit-stand,easy,clueOption3,union,4,1720,39,30,"['squat', 'lazy', 'posture', 'body', 'position', 'lounge', 'wait', 'sofa', 'rest', 'ground', 'waiting', 'legs', 'upright', 'chair', 'class', 'rise', 'down', 'desk', 'couch', 'command', 'recline', 'table', 'relax', 'restaurant', 'dog', 'state', 'get up', 'ability', 'muscle', 'hold']"
sit-stand,easy,clueOption3,union,8,3792,39,32,"['squat', 's', 'lazy', 'posture', 'body', 'position', 'lounge', 'bus', 'wait', 'sofa', 'rest', 'ground', 'waiting', 'legs', 'upright', 'chair', 'class', 'rise', 'down', 'desk', 'couch', 'command', 'recline', 'table', 'relax', 'restaurant', 'dog', 'state', 'get up', 'ability', 'muscle', 'hold']"
