"wordpair","clue","guess","count"
"jump-leap","hop","leap-ankle",1
"jump-leap","hop","leap-jump",3
"jump-leap","hop","leap-travel",1
"jump-leap","move","ankle-jump",1
"jump-leap","move","gun-jump",1
"jump-leap","move","jump-ankle",3
"jump-leap","move","jump-leap",7
"jump-leap","move","jump-path",1
"jump-leap","move","leap-jump",4
"jump-leap","move","leap-travel",1
"jump-leap","move","path-jump",1
"jump-leap","move","path-leap",1
"jump-leap","move","path-path",1
"jump-leap","move","travel-hope",1
"jump-leap","move","travel-jump",3
"jump-leap","move","travel-leap",1
"jump-leap","move","travel-path",4
"jump-leap","trampoline","ankle-ankle",1
"jump-leap","trampoline","ankle-jump",1
"jump-leap","trampoline","ankle-leap",1
"jump-leap","trampoline","give-jump",1
"jump-leap","trampoline","jump-leap",20
"jump-leap","trampoline","leap-ankle",1
"jump-leap","trampoline","leap-jump",5
"kitchen-egg","cook","clock-cautious",1
"kitchen-egg","cook","egg-berry",3
"kitchen-egg","cook","egg-fruit",1
"kitchen-egg","cook","egg-garden",1
"kitchen-egg","cook","egg-kitchen",4
"kitchen-egg","cook","fruit-kitchen",1
"kitchen-egg","cook","kitchen-berry",1
"kitchen-egg","cook","kitchen-egg",14
"kitchen-egg","cook","kitchen-fruit",3
"kitchen-egg","cook","kitchen-garden",1
"kitchen-egg","domestic","carpet-ceiling",1
"kitchen-egg","domestic","carpet-kitchen",1
"kitchen-egg","domestic","cautious-fangs",1
"kitchen-egg","domestic","cautious-kitchen",1
"kitchen-egg","domestic","clock-ceiling",1
"kitchen-egg","domestic","egg-fangs",1
"kitchen-egg","domestic","egg-teacher",1
"kitchen-egg","domestic","fight-cautious",1
"kitchen-egg","domestic","fight-island",1
"kitchen-egg","domestic","fight-kitchen",1
"kitchen-egg","domestic","fight-teacher",1
"kitchen-egg","domestic","fruit-berry",1
"kitchen-egg","domestic","fruit-fruit",1
"kitchen-egg","domestic","garden-fangs",1
"kitchen-egg","domestic","island-carpet",1
"kitchen-egg","domestic","island-fangs",1
"kitchen-egg","domestic","island-fight",1
"kitchen-egg","domestic","island-garden",1
"kitchen-egg","domestic","kitchen-carpet",5
"kitchen-egg","domestic","kitchen-egg",1
"kitchen-egg","domestic","kitchen-garden",4
"kitchen-egg","domestic","reality-kitchen",1
"kitchen-egg","domestic","teacher-garden",1
"kitchen-egg","food","berry-egg",1
"kitchen-egg","food","berry-fruit",2
"kitchen-egg","food","egg-berry",6
"kitchen-egg","food","egg-fruit",3
"kitchen-egg","food","egg-garden",1
"kitchen-egg","food","egg-kitchen",5
"kitchen-egg","food","fruit-berry",1
"kitchen-egg","food","fruit-egg",2
"kitchen-egg","food","fruit-kitchen",2
"kitchen-egg","food","garden-fruit",1
"kitchen-egg","food","glacier-egg",1
"kitchen-egg","food","kitchen-egg",3
"kitchen-egg","food","kitchen-fruit",2
"kitchen-egg","omelet","ceiling-egg",1
"kitchen-egg","omelet","egg-berry",2
"kitchen-egg","omelet","egg-egg",1
"kitchen-egg","omelet","egg-fight",1
"kitchen-egg","omelet","egg-fruit",5
"kitchen-egg","omelet","egg-garden",2
"kitchen-egg","omelet","egg-kitchen",15
"kitchen-egg","omelet","garden-kitchen",1
"kitchen-egg","omelet","kitchen-egg",2
"lion-tiger","animal","alive-lion",1
"lion-tiger","animal","bear-lion",2
"lion-tiger","animal","bear-pork",1
"lion-tiger","animal","bear-tiger",2
"lion-tiger","animal","lion-bear",2
"lion-tiger","animal","lion-tiger",4
"lion-tiger","animal","pork-pork",1
"lion-tiger","animal","snake-bear",1
"lion-tiger","animal","snake-lion",1
"lion-tiger","animal","snake-tiger",4
"lion-tiger","animal","tiger-bear",8
"lion-tiger","animal","tiger-lion",2
"lion-tiger","animal","tiger-snake",1
"lion-tiger","cat","alive-house",1
"lion-tiger","cat","alive-lion",1
"lion-tiger","cat","bear-lion",1
"lion-tiger","cat","house-tiger",1
"lion-tiger","cat","lion-bear",1
"lion-tiger","cat","lion-house",1
"lion-tiger","cat","lion-tiger",10
"lion-tiger","cat","pork-pork",1
"lion-tiger","cat","tiger-bear",2
"lion-tiger","cat","tiger-house",1
"lion-tiger","cat","tiger-lion",9
"lion-tiger","cat","tiger-tiger",1
"lion-tiger","feline","exam-ash",1
"lion-tiger","feline","fresh-fresh",1
"lion-tiger","feline","lion-lion",2
"lion-tiger","feline","lion-tiger",7
"lion-tiger","feline","pork-pork",1
"lion-tiger","feline","tiger-bear",2
"lion-tiger","feline","tiger-birth",1
"lion-tiger","feline","tiger-house",2
"lion-tiger","feline","tiger-lion",12
"lion-tiger","feline","tiger-tiger",1
"lion-tiger","mammal","alarm-hand",1
"lion-tiger","mammal","alive-birth",1
"lion-tiger","mammal","alive-dead",1
"lion-tiger","mammal","bear-alive",1
"lion-tiger","mammal","bear-lion",2
"lion-tiger","mammal","bear-pork",2
"lion-tiger","mammal","bear-snake",2
"lion-tiger","mammal","bear-tiger",6
"lion-tiger","mammal","lion-dead",1
"lion-tiger","mammal","pork-pork",1
"lion-tiger","mammal","tiger-bear",8
"lion-tiger","mammal","tiger-lion",3
"lion-tiger","mammal","tiger-tiger",1
"lunch-almond","allergy","almond-bacteria",6
"lunch-almond","allergy","almond-drink",2
"lunch-almond","allergy","almond-lunch",4
"lunch-almond","allergy","almond-soap",5
"lunch-almond","allergy","bacteria-almond",6
"lunch-almond","allergy","bacteria-soap",3
"lunch-almond","allergy","bacteria-window",1
"lunch-almond","allergy","drink-almond",1
"lunch-almond","allergy","drink-drink",1
"lunch-almond","allergy","lunch-almond",1
"lunch-almond","food","almond-bacteria",1
"lunch-almond","food","almond-drink",3
"lunch-almond","food","almond-lunch",8
"lunch-almond","food","bacteria-almond",1
"lunch-almond","food","bell-bacteria",1
"lunch-almond","food","drink-almond",1
"lunch-almond","food","drink-lunch",3
"lunch-almond","food","lunch-almond",10
"lunch-almond","food","lunch-drink",2
"lunch-almond","peanut","almond-drink",2
"lunch-almond","peanut","almond-lunch",20
"lunch-almond","peanut","almond-toes",1
"lunch-almond","peanut","bat-almond",1
"lunch-almond","peanut","lunch-almond",2
"lunch-almond","peanut","lunch-bat",1
"lunch-almond","peanut","lunch-bell",2
"lunch-almond","peanut","lunch-drink",1
"lunch-almond","snack","almond-drink",5
"lunch-almond","snack","almond-lunch",8
"lunch-almond","snack","drink-almond",4
"lunch-almond","snack","drink-lunch",4
"lunch-almond","snack","lunch-almond",6
"lunch-almond","snack","lunch-drink",3
"near-astronaut","far","ancestor-astronaut",2
"near-astronaut","far","ancestor-carriage",1
"near-astronaut","far","ancestor-near",1
"near-astronaut","far","ancestor-sky",1
"near-astronaut","far","apartment-sky",1
"near-astronaut","far","astronaut-ancestor",1
"near-astronaut","far","astronaut-homeless",1
"near-astronaut","far","astronaut-sky",2
"near-astronaut","far","cigarette-cigarette",1
"near-astronaut","far","near-ancestor",5
"near-astronaut","far","near-cigarette",1
"near-astronaut","far","near-denial",1
"near-astronaut","far","near-sky",8
"near-astronaut","far","sky-ancestor",1
"near-astronaut","far","sky-disregard",1
"near-astronaut","far","sky-near",2
"near-astronaut","mars","ancestor-carriage",1
"near-astronaut","mars","astronaut-ancestor",1
"near-astronaut","mars","astronaut-color",3
"near-astronaut","mars","astronaut-sky",13
"near-astronaut","mars","cigarette-cigarette",1
"near-astronaut","mars","color-homeless",1
"near-astronaut","mars","sky-astronaut",8
"near-astronaut","mars","sky-color",2
"near-astronaut","space","ancestor-astronaut",1
"near-astronaut","space","apartment-astronaut",1
"near-astronaut","space","astronaut-denial",1
"near-astronaut","space","astronaut-sky",16
"near-astronaut","space","carriage-child",1
"near-astronaut","space","color-combination",1
"near-astronaut","space","disregard-child",1
"near-astronaut","space","near-sky",1
"near-astronaut","space","sky-astronaut",6
"near-astronaut","space","sky-near",1
"near-astronaut","train","apartment-carriage",1
"near-astronaut","train","apartment-homeless",1
"near-astronaut","train","astronaut-child",1
"near-astronaut","train","blues-denial",1
"near-astronaut","train","carriage-ancestor",1
"near-astronaut","train","carriage-blues",1
"near-astronaut","train","carriage-carriage",1
"near-astronaut","train","carriage-child",1
"near-astronaut","train","carriage-homeless",3
"near-astronaut","train","carriage-keeper",1
"near-astronaut","train","carriage-near",2
"near-astronaut","train","cigarette-cigarette",1
"near-astronaut","train","cigarette-homeless",1
"near-astronaut","train","color-near",1
"near-astronaut","train","combination-apartment",1
"near-astronaut","train","combination-carriage",1
"near-astronaut","train","denial-homeless",1
"near-astronaut","train","homeless-carriage",1
"near-astronaut","train","homeless-child",1
"near-astronaut","train","homeless-cigarette",2
"near-astronaut","train","homeless-teenager",1
"near-astronaut","train","near-ancestor",1
"near-astronaut","train","near-apartment",1
"near-astronaut","train","near-teenager",1
"near-astronaut","train","sky-near",1
"near-astronaut","train","teenager-homeless",1
"old-new","age","dim-old",1
"old-new","age","love-old",1
"old-new","age","new-old",2
"old-new","age","old-heart",2
"old-new","age","old-love",3
"old-new","age","old-new",11
"old-new","age","old-old",1
"old-new","age","old-short",2
"old-new","age","old-timber",1
"old-new","age","old-worn",6
"old-new","generation","heart-meter",1
"old-new","generation","love-old",1
"old-new","generation","new-old",7
"old-new","generation","new-worn",1
"old-new","generation","old-love",2
"old-new","generation","old-new",16
"old-new","generation","old-short",1
"old-new","generation","old-worn",1
"old-new","opposite","east-new",1
"old-new","opposite","east-old",1
"old-new","opposite","empty-full",4
"old-new","opposite","full-empty",3
"old-new","opposite","glass-love",1
"old-new","opposite","glass-timber",1
"old-new","opposite","love-heart",1
"old-new","opposite","new-hard",1
"old-new","opposite","new-heavy",1
"old-new","opposite","new-old",7
"old-new","opposite","old-new",4
"old-new","opposite","short-full",1
"old-new","opposite","soft-hard",3
"old-new","opposite","worn-new",1
"old-new","time","cage-meter",1
"old-new","time","dim-hard",1
"old-new","time","dim-love",1
"old-new","time","empty-short",1
"old-new","time","glass-glass",1
"old-new","time","hard-love",1
"old-new","time","kitchen-love",1
"old-new","time","meter-new",1
"old-new","time","meter-old",1
"old-new","time","new-meter",2
"old-new","time","new-old",4
"old-new","time","new-worn",1
"old-new","time","old-glass",1
"old-new","time","old-meter",3
"old-new","time","old-new",3
"old-new","time","old-short",2
"old-new","time","old-worn",2
"old-new","time","short-east",1
"old-new","time","short-old",2
"olive-real","eat","anger-olive",2
"olive-real","eat","guest-olive",2
"olive-real","eat","king-trauma",1
"olive-real","eat","olive-anger",2
"olive-real","eat","olive-candle",3
"olive-real","eat","olive-guest",2
"olive-real","eat","olive-hammock",1
"olive-real","eat","olive-king",3
"olive-real","eat","olive-layer",1
"olive-real","eat","olive-male",2
"olive-real","eat","olive-olive",1
"olive-real","eat","olive-real",2
"olive-real","eat","olive-toe",1
"olive-real","eat","olive-weird",2
"olive-real","eat","real-guest",1
"olive-real","eat","sleep-hammock",1
"olive-real","eat","sleep-olive",1
"olive-real","eat","sore-olive",1
"olive-real","eat","wick-guest",1
"olive-real","italian","anger-male",1
"olive-real","italian","anger-olive",1
"olive-real","italian","candle-olive",1
"olive-real","italian","candle-weird",1
"olive-real","italian","guest-male",2
"olive-real","italian","hammock-candle",1
"olive-real","italian","king-olive",1
"olive-real","italian","king-rage",1
"olive-real","italian","king-sleep",1
"olive-real","italian","male-anger",1
"olive-real","italian","male-fly",1
"olive-real","italian","male-layer",1
"olive-real","italian","male-olive",1
"olive-real","italian","male-rage",2
"olive-real","italian","male-real",1
"olive-real","italian","olive-anger",2
"olive-real","italian","olive-candle",2
"olive-real","italian","olive-king",1
"olive-real","italian","olive-male",2
"olive-real","italian","olive-rage",1
"olive-real","italian","olive-sleep",1
"olive-real","italian","olive-sore",1
"olive-real","italian","real-king",1
"olive-real","italian","sleep-fly",1
"olive-real","italian","toe-king",1
"olive-real","natural","anger-sleep",1
"olive-real","natural","fly-wick",1
"olive-real","natural","hammock-fly",1
"olive-real","natural","king-male",1
"olive-real","natural","layer-real",1
"olive-real","natural","male-toe",1
"olive-real","natural","olive-anger",1
"olive-real","natural","olive-fly",1
"olive-real","natural","olive-male",1
"olive-real","natural","olive-sleep",1
"olive-real","natural","rage-happen",1
"olive-real","natural","real-fly",1
"olive-real","natural","real-happen",2
"olive-real","natural","real-layer",1
"olive-real","natural","real-sleep",3
"olive-real","natural","real-weird",2
"olive-real","natural","real-wick",1
"olive-real","natural","silly-weird",1
"olive-real","natural","sleep-anger",1
"olive-real","natural","sleep-olive",1
"olive-real","natural","sleep-silly",1
"olive-real","natural","sleep-skirt",1
"olive-real","natural","toe-rage",1
"olive-real","natural","toe-sleep",1
"olive-real","natural","trauma-male",1
"olive-real","natural","trauma-sleep",1
"olive-real","unsugarcoated","anger-male",1
"olive-real","unsugarcoated","anger-rage",3
"olive-real","unsugarcoated","anger-real",1
"olive-real","unsugarcoated","guest-weird",1
"olive-real","unsugarcoated","happen-olive",1
"olive-real","unsugarcoated","layer-guest",1
"olive-real","unsugarcoated","layer-real",1
"olive-real","unsugarcoated","layer-weird",1
"olive-real","unsugarcoated","male-anger",1
"olive-real","unsugarcoated","olive-weird",1
"olive-real","unsugarcoated","rage-anger",1
"olive-real","unsugarcoated","rage-real",1
"olive-real","unsugarcoated","real-anger",1
"olive-real","unsugarcoated","real-happen",1
"olive-real","unsugarcoated","real-layer",1
"olive-real","unsugarcoated","real-rage",3
"olive-real","unsugarcoated","real-real",1
"olive-real","unsugarcoated","real-sore",1
"olive-real","unsugarcoated","real-trauma",1
"olive-real","unsugarcoated","sore-trauma",2
"olive-real","unsugarcoated","trauma-rage",1
"olive-real","unsugarcoated","trauma-silly",1
"olive-real","unsugarcoated","trauma-trauma",1
"olive-real","unsugarcoated","weird-sleep",1
"olive-real","unsugarcoated","weird-trauma",1
"onion-cigarette","disgust","astronaut-cigarette",1
"onion-cigarette","disgust","cigarette-cigarette",1
"onion-cigarette","disgust","cigarette-denial",1
"onion-cigarette","disgust","cigarette-onion",2
"onion-cigarette","disgust","cigarette-teenager",1
"onion-cigarette","disgust","cigarette-thorn",2
"onion-cigarette","disgust","denial-cigarette",2
"onion-cigarette","disgust","denial-disregard",3
"onion-cigarette","disgust","denial-homeless",1
"onion-cigarette","disgust","denial-thorn",1
"onion-cigarette","disgust","disregard-color",1
"onion-cigarette","disgust","disregard-denial",2
"onion-cigarette","disgust","disregard-onion",1
"onion-cigarette","disgust","homeless-cigarette",2
"onion-cigarette","disgust","homeless-denial",1
"onion-cigarette","disgust","onion-cigarette",4
"onion-cigarette","disgust","onion-disregard",1
"onion-cigarette","disgust","onion-thorn",1
"onion-cigarette","disgust","teenager-child",1
"onion-cigarette","disgust","teenager-denial",1
"onion-cigarette","mouth","child-astronaut",1
"onion-cigarette","mouth","child-child",1
"onion-cigarette","mouth","child-combination",1
"onion-cigarette","mouth","child-homeless",1
"onion-cigarette","mouth","child-keeper",1
"onion-cigarette","mouth","child-teenager",2
"onion-cigarette","mouth","cigarette-child",1
"onion-cigarette","mouth","cigarette-cigarette",1
"onion-cigarette","mouth","cigarette-color",1
"onion-cigarette","mouth","cigarette-onion",8
"onion-cigarette","mouth","combination-flower",1
"onion-cigarette","mouth","near-disregard",1
"onion-cigarette","mouth","onion-child",2
"onion-cigarette","mouth","onion-cigarette",2
"onion-cigarette","mouth","onion-flower",1
"onion-cigarette","mouth","onion-onion",1
"onion-cigarette","mouth","onion-teenager",1
"onion-cigarette","mouth","teenager-child",2
"onion-cigarette","mouth","teenager-onion",1
"onion-cigarette","pungent","blues-astronaut",1
"onion-cigarette","pungent","blues-cigarette",1
"onion-cigarette","pungent","cigarette-flower",1
"onion-cigarette","pungent","cigarette-onion",4
"onion-cigarette","pungent","done-denial",2
"onion-cigarette","pungent","flower-onion",2
"onion-cigarette","pungent","homeless-onion",1
"onion-cigarette","pungent","onion-apartment",1
"onion-cigarette","pungent","onion-cigarette",11
"onion-cigarette","pungent","onion-color",1
"onion-cigarette","pungent","onion-flower",4
"onion-cigarette","pungent","onion-thorn",1
"onion-cigarette","smell","child-teenager",1
"onion-cigarette","smell","cigarette-flower",1
"onion-cigarette","smell","cigarette-onion",2
"onion-cigarette","smell","cigarette-teenager",1
"onion-cigarette","smell","disregard-cigarette",2
"onion-cigarette","smell","flower-cigarette",1
"onion-cigarette","smell","flower-onion",8
"onion-cigarette","smell","homeless-cigarette",1
"onion-cigarette","smell","onion-apartment",1
"onion-cigarette","smell","onion-cigarette",4
"onion-cigarette","smell","onion-flower",7
"onion-cigarette","smell","onion-homeless",1
"pants-collar","apparel","assist-beaker",1
"pants-collar","apparel","collar-pants",4
"pants-collar","apparel","necklace-pants",3
"pants-collar","apparel","pants-collar",6
"pants-collar","apparel","pants-cover",3
"pants-collar","apparel","pants-necklace",9
"pants-collar","apparel","pants-pieces",1
"pants-collar","apparel","pieces-box",1
"pants-collar","apparel","pieces-necklace",1
"pants-collar","apparel","pieces-pants",1
"pants-collar","cloth","collar-pants",1
"pants-collar","cloth","cover-box",1
"pants-collar","cloth","cover-pants",2
"pants-collar","cloth","milk-oyster",1
"pants-collar","cloth","necklace-pants",1
"pants-collar","cloth","pants-collar",11
"pants-collar","cloth","pants-cover",3
"pants-collar","cloth","pants-necklace",1
"pants-collar","cloth","pants-pants",1
"pants-collar","cloth","pants-pieces",2
"pants-collar","cloth","pieces-cover",1
"pants-collar","cloth","pieces-pants",5
"pants-collar","shirt","beach-pants",1
"pants-collar","shirt","collar-cover",3
"pants-collar","shirt","collar-pants",5
"pants-collar","shirt","collar-pieces",1
"pants-collar","shirt","collar-welfare",1
"pants-collar","shirt","cover-collar",1
"pants-collar","shirt","cover-pants",1
"pants-collar","shirt","necklace-pants",1
"pants-collar","shirt","oyster-beach",1
"pants-collar","shirt","pants-beach",2
"pants-collar","shirt","pants-collar",5
"pants-collar","shirt","pants-cover",3
"pants-collar","shirt","pants-necklace",4
"pants-collar","shirt","pieces-pants",1
"pants-collar","suit","beach-quiet",1
"pants-collar","suit","box-quiet",1
"pants-collar","suit","collar-cover",2
"pants-collar","suit","collar-necklace",2
"pants-collar","suit","collar-pants",11
"pants-collar","suit","pants-collar",6
"pants-collar","suit","pants-cover",3
"pants-collar","suit","pants-necklace",1
"pants-collar","suit","pants-pants",1
"pants-collar","suit","pants-pieces",2
"pendulum-dusk","hypnotize","action-coffin",1
"pendulum-dusk","hypnotize","action-command",2
"pendulum-dusk","hypnotize","blank-action",1
"pendulum-dusk","hypnotize","blank-command",1
"pendulum-dusk","hypnotize","comedy-dusk",1
"pendulum-dusk","hypnotize","command-action",1
"pendulum-dusk","hypnotize","command-blank",1
"pendulum-dusk","hypnotize","command-hand",2
"pendulum-dusk","hypnotize","command-pendulum",2
"pendulum-dusk","hypnotize","command-tourist",1
"pendulum-dusk","hypnotize","pendulum-action",1
"pendulum-dusk","hypnotize","pendulum-blank",3
"pendulum-dusk","hypnotize","pendulum-coffin",1
"pendulum-dusk","hypnotize","pendulum-command",3
"pendulum-dusk","hypnotize","pendulum-dusk",1
"pendulum-dusk","hypnotize","pendulum-hand",1
"pendulum-dusk","hypnotize","pendulum-pull",3
"pendulum-dusk","hypnotize","pendulum-tourist",1
"pendulum-dusk","hypnotize","tourist-action",1
"pendulum-dusk","hypnotize","tourist-comedy",1
"pendulum-dusk","hypnotize","tourist-pull",1
"pendulum-dusk","repetitious","action-comedy",1
"pendulum-dusk","repetitious","action-command",1
"pendulum-dusk","repetitious","action-tourist",1
"pendulum-dusk","repetitious","blank-action",1
"pendulum-dusk","repetitious","blank-blank",1
"pendulum-dusk","repetitious","clove-clove",1
"pendulum-dusk","repetitious","comedy-blank",1
"pendulum-dusk","repetitious","comedy-hard",1
"pendulum-dusk","repetitious","command-action",3
"pendulum-dusk","repetitious","command-blank",1
"pendulum-dusk","repetitious","command-pendulum",1
"pendulum-dusk","repetitious","command-pull",1
"pendulum-dusk","repetitious","command-valley",1
"pendulum-dusk","repetitious","dusk-clove",1
"pendulum-dusk","repetitious","dusk-command",1
"pendulum-dusk","repetitious","hard-action",1
"pendulum-dusk","repetitious","kick-hard",1
"pendulum-dusk","repetitious","kick-pull",2
"pendulum-dusk","repetitious","peak-hard",1
"pendulum-dusk","repetitious","pendulum-action",1
"pendulum-dusk","repetitious","pendulum-command",1
"pendulum-dusk","repetitious","pendulum-tourist",1
"pendulum-dusk","repetitious","pull-hard",1
"pendulum-dusk","repetitious","pull-kick",1
"pendulum-dusk","repetitious","shampoo-kick",1
"pendulum-dusk","repetitious","tourist-bluejay",1
"pendulum-dusk","repetitious","tourist-dusk",1
"pendulum-dusk","right","action-kick",1
"pendulum-dusk","right","blank-peak",1
"pendulum-dusk","right","blank-pull",1
"pendulum-dusk","right","clove-pull",1
"pendulum-dusk","right","command-action",3
"pendulum-dusk","right","command-hard",1
"pendulum-dusk","right","command-pull",1
"pendulum-dusk","right","dusk-hand",1
"pendulum-dusk","right","hand-action",3
"pendulum-dusk","right","hand-blank",1
"pendulum-dusk","right","hand-command",6
"pendulum-dusk","right","hand-kick",2
"pendulum-dusk","right","hand-pendulum",2
"pendulum-dusk","right","hand-pull",1
"pendulum-dusk","right","hard-action",1
"pendulum-dusk","right","pendulum-action",1
"pendulum-dusk","right","pendulum-pull",1
"pendulum-dusk","right","pull-hand",1
"pendulum-dusk","right","shampoo-kick",1
"pendulum-dusk","time","blank-command",1
"pendulum-dusk","time","blank-dusk",2
"pendulum-dusk","time","blank-peak",1
"pendulum-dusk","time","bluejay-bluejay",1
"pendulum-dusk","time","command-peak",1
"pendulum-dusk","time","dusk-action",2
"pendulum-dusk","time","dusk-dusk",1
"pendulum-dusk","time","dusk-peak",7
"pendulum-dusk","time","dusk-pendulum",4
"pendulum-dusk","time","peak-command",1
"pendulum-dusk","time","peak-dusk",1
"pendulum-dusk","time","pendulum-blank",1
"pendulum-dusk","time","pendulum-hand",3
"pendulum-dusk","time","pendulum-peak",1
"pendulum-dusk","time","pendulum-pendulum",1
"pendulum-dusk","time","pendulum-tea",1
"pendulum-dusk","time","shampoo-comedy",1
"perjury-adultery","cheat","adultery-baby",2
"perjury-adultery","cheat","adultery-competition",5
"perjury-adultery","cheat","adultery-man",7
"perjury-adultery","cheat","adultery-perjury",3
"perjury-adultery","cheat","competition-adultery",2
"perjury-adultery","cheat","competition-perjury",2
"perjury-adultery","cheat","competition-service",1
"perjury-adultery","cheat","man-competition",3
"perjury-adultery","cheat","man-deteriorate",1
"perjury-adultery","cheat","perjury-adultery",1
"perjury-adultery","cheat","perjury-competition",2
"perjury-adultery","cheat","perjury-deteriorate",1
"perjury-adultery","sin","adultery-baptist",3
"perjury-adultery","sin","adultery-competition",1
"perjury-adultery","sin","adultery-perjury",11
"perjury-adultery","sin","baptist-adultery",3
"perjury-adultery","sin","baptist-baby",1
"perjury-adultery","sin","baptist-heavy",1
"perjury-adultery","sin","baptist-man",1
"perjury-adultery","sin","baptist-perjury",2
"perjury-adultery","sin","deteriorate-adultery",1
"perjury-adultery","sin","man-perjury",1
"perjury-adultery","sin","perjury-adultery",4
"perjury-adultery","sin","perjury-competition",1
"perjury-adultery","trump","adultery-perjury",3
"perjury-adultery","trump","baby-man",1
"perjury-adultery","trump","competition-adultery",1
"perjury-adultery","trump","competition-alike",1
"perjury-adultery","trump","competition-deteriorate",3
"perjury-adultery","trump","competition-heavy",1
"perjury-adultery","trump","competition-man",3
"perjury-adultery","trump","deteriorate-adultery",1
"perjury-adultery","trump","deteriorate-heavy",1
"perjury-adultery","trump","flat-man",1
"perjury-adultery","trump","float-adultery",1
"perjury-adultery","trump","float-perjury",1
"perjury-adultery","trump","heavy-service",1
"perjury-adultery","trump","man-adultery",1
"perjury-adultery","trump","man-beauty",1
"perjury-adultery","trump","man-competition",1
"perjury-adultery","trump","man-deteriorate",1
"perjury-adultery","trump","man-feather",1
"perjury-adultery","trump","man-flat",1
"perjury-adultery","trump","man-service",1
"perjury-adultery","trump","perjury-adultery",2
"perjury-adultery","trump","perjury-deteriorate",1
"perjury-adultery","trump","service-man",1
"perjury-adultery","wrong","adultery-alike",1
"perjury-adultery","wrong","adultery-competition",1
"perjury-adultery","wrong","adultery-deteriorate",3
"perjury-adultery","wrong","adultery-perjury",9
"perjury-adultery","wrong","baby-competition",1
"perjury-adultery","wrong","baptist-perjury",1
"perjury-adultery","wrong","competition-adultery",1
"perjury-adultery","wrong","deteriorate-adultery",1
"perjury-adultery","wrong","deteriorate-perjury",2
"perjury-adultery","wrong","heavy-winter",1
"perjury-adultery","wrong","man-competition",1
"perjury-adultery","wrong","perjury-adultery",4
"perjury-adultery","wrong","perjury-alike",1
"perjury-adultery","wrong","perjury-deteriorate",2
"perjury-adultery","wrong","receipt-feather",1
"quick-glow","fire","beam-glow",1
"quick-glow","fire","glow-beam",4
"quick-glow","fire","glow-cave",1
"quick-glow","fire","glow-quick",1
"quick-glow","fire","glow-red",3
"quick-glow","fire","glow-sight",2
"quick-glow","fire","glow-tree",1
"quick-glow","fire","red-analyze",1
"quick-glow","fire","red-beam",1
"quick-glow","fire","red-glow",7
"quick-glow","fire","red-sight",1
"quick-glow","fire","red-sunny",1
"quick-glow","fire","red-tree",1
"quick-glow","fire","run-sight",1
"quick-glow","fire","sunny-beam",2
"quick-glow","fire","sunny-cave",1
"quick-glow","fire","sunny-sunny",1
"quick-glow","firework","beam-glow",2
"quick-glow","firework","beam-quick",1
"quick-glow","firework","beam-red",1
"quick-glow","firework","beam-sight",1
"quick-glow","firework","glow-beam",9
"quick-glow","firework","glow-bench",1
"quick-glow","firework","glow-idiot",1
"quick-glow","firework","glow-quick",1
"quick-glow","firework","glow-red",1
"quick-glow","firework","glow-sight",4
"quick-glow","firework","idiot-red",1
"quick-glow","firework","quick-beam",1
"quick-glow","firework","quick-glow",1
"quick-glow","firework","red-glow",2
"quick-glow","firework","red-quick",2
"quick-glow","firework","sight-quick",1
"quick-glow","flash","beam-glow",2
"quick-glow","flash","beam-red",1
"quick-glow","flash","beam-run",2
"quick-glow","flash","beam-sight",1
"quick-glow","flash","glow-beam",6
"quick-glow","flash","glow-quick",2
"quick-glow","flash","glow-sunny",3
"quick-glow","flash","quick-beam",2
"quick-glow","flash","quick-glow",1
"quick-glow","flash","quick-sight",3
"quick-glow","flash","red-quick",1
"quick-glow","flash","red-sunny",1
"quick-glow","flash","robin-sunny",1
"quick-glow","flash","sight-beam",1
"quick-glow","flash","sight-glow",1
"quick-glow","flash","sunny-glow",1
"quick-glow","flash","sunny-sight",1
"quick-glow","flicker","analyze-idiot",1
"quick-glow","flicker","beam-analyze",1
"quick-glow","flicker","beam-glow",2
"quick-glow","flicker","bird-robin",1
"quick-glow","flicker","cave-sight",1
"quick-glow","flicker","cut-robin",1
"quick-glow","flicker","glow-beam",5
"quick-glow","flicker","glow-cave",4
"quick-glow","flicker","glow-quick",2
"quick-glow","flicker","glow-red",3
"quick-glow","flicker","glow-sight",2
"quick-glow","flicker","quick-sight",1
"quick-glow","flicker","red-sight",1
"quick-glow","flicker","sight-glow",1
"quick-glow","flicker","sight-quick",1
"quick-glow","flicker","sunny-beam",1
"quick-glow","flicker","sunny-glow",1
"quick-glow","flicker","tree-bird",1
"rude-regret","bad","bulb-luck",1
"rude-regret","bad","gray-gums",1
"rude-regret","bad","gray-kind",1
"rude-regret","bad","luck-rude",1
"rude-regret","bad","regret-chip",1
"rude-regret","bad","regret-mild",1
"rude-regret","bad","regret-rude",6
"rude-regret","bad","road-chip",1
"rude-regret","bad","rude-chip",1
"rude-regret","bad","rude-kind",2
"rude-regret","bad","rude-mild",1
"rude-regret","bad","rude-regret",11
"rude-regret","bad","rude-teeth",1
"rude-regret","bad","teeth-road",1
"rude-regret","hindsight","bulb-road",1
"rude-regret","hindsight","luck-holy",1
"rude-regret","hindsight","luck-lane",1
"rude-regret","hindsight","luck-regret",1
"rude-regret","hindsight","luck-tiny",1
"rude-regret","hindsight","mild-gray",1
